20000011,41.146182,-8.617563,1372637299,-1,-1
20000011,41.145849,-8.617527,1372637314,-1,-1
20000011,41.144832,-8.616978,1372637329,-1,-1
20000011,41.145426,-8.615754,1372637344,-1,-1
20000011,41.145408,-8.615745,1372637359,-1,-1
20000011,41.145714,-8.615466,1372637374,-1,-1
20000011,41.147046,-8.615142,1372637389,-1,-1
20000011,41.147118,-8.615142,1372637404,-1,-1
20000011,41.147298,-8.61579,1372637419,-1,-1
20000011,41.147235,-8.617455,1372637434,-1,-1
20000011,41.147217,-8.617716,1372637449,-1,-1
20000011,41.147505,-8.618013,1372637464,-1,-1
20000011,41.148603,-8.618796,1372637479,-1,-1
20000011,41.148468,-8.619948,1372637494,-1,-1
20000011,41.148927,-8.620758,1372637509,-1,-1
20000011,41.150565,-8.621055,1372637524,-1,-1
20000011,41.152284,-8.620893,1372637539,-1,-1
20000011,41.154246,-8.621001,1372637554,-1,-1
20000011,41.15547,-8.620821,1372637569,-1,-1
20000011,41.155452,-8.620848,1372637584,-1,-1
20000011,41.155803,-8.620812,1372637599,-1,-1
20000011,41.157225,-8.62092,1372637614,-1,-1
20000011,41.158242,-8.622819,1372637629,-1,-1
20000011,41.159475,-8.624682,1372637644,-1,-1
20000011,41.159718,-8.624664,1372637659,-1,-1
20000011,41.160492,-8.624691,1372637674,-1,-1
20000011,41.161563,-8.624709,1372637689,-1,-1
20000011,41.161563,-8.624718,1372637704,-1,-1
20000011,41.161554,-8.624727,1372637719,-1,-1
20000011,41.161545,-8.624736,1372637734,-1,-1
20000011,41.161536,-8.624736,1372637749,-1,-1
20000011,41.161536,-8.624736,1372637764,-1,-1
20000011,41.161545,-8.624727,1372637779,-1,-1
20000011,41.161554,-8.6247,1372637794,-1,-1
