20000320,41.140557,-8.615907,1372637905,-1,-1
20000320,41.141088,-8.614449,1372637920,-1,-1
20000320,41.14143,-8.613522,1372637935,-1,-1
20000320,41.140827,-8.609904,1372637950,-1,-1
20000320,41.139522,-8.609301,1372637965,-1,-1
20000320,41.138865,-8.609544,1372637980,-1,-1
20000320,41.137551,-8.610777,1372637995,-1,-1
20000320,41.136012,-8.611452,1372638010,-1,-1
20000320,41.134563,-8.610624,1372638025,-1,-1
20000320,41.134446,-8.609319,1372638040,-1,-1
20000320,41.1345,-8.608014,1372638055,-1,-1
20000320,41.134536,-8.607987,1372638070,-1,-1
20000320,41.134518,-8.607987,1372638085,-1,-1
20000320,41.134536,-8.607861,1372638100,-1,-1
20000320,41.134545,-8.60778,1372638115,-1,-1
20000320,41.134527,-8.607411,1372638130,-1,-1
20000320,41.134392,-8.605476,1372638145,-1,-1
20000320,41.134176,-8.604603,1372638160,-1,-1
20000320,41.134158,-8.604594,1372638175,-1,-1
