20000403,41.140557,-8.611794,1372637274,-1,-1
20000403,41.140575,-8.611785,1372637289,-1,-1
20000403,41.140566,-8.612001,1372637304,-1,-1
20000403,41.140503,-8.612622,1372637319,-1,-1
20000403,41.140341,-8.613702,1372637334,-1,-1
20000403,41.140386,-8.614665,1372637349,-1,-1
20000403,41.140485,-8.615844,1372637364,-1,-1
20000403,41.140683,-8.61561,1372637379,-1,-1
20000403,41.141088,-8.614566,1372637394,-1,-1
20000403,41.141979,-8.614395,1372637409,-1,-1
20000403,41.142942,-8.613936,1372637424,-1,-1
20000403,41.143851,-8.612793,1372637439,-1,-1
20000403,41.144787,-8.611488,1372637454,-1,-1
20000403,41.144391,-8.610543,1372637469,-1,-1
20000403,41.143536,-8.610282,1372637484,-1,-1
20000403,41.143401,-8.610255,1372637499,-1,-1
20000403,41.143239,-8.608824,1372637514,-1,-1
20000403,41.143149,-8.608419,1372637529,-1,-1
20000403,41.142348,-8.606565,1372637544,-1,-1
20000403,41.143446,-8.605179,1372637559,-1,-1
20000403,41.144796,-8.604549,1372637574,-1,-1
20000403,41.1453,-8.604297,1372637589,-1,-1
20000403,41.145561,-8.603505,1372637604,-1,-1
20000403,41.145633,-8.602488,1372637619,-1,-1
20000403,41.145759,-8.601039,1372637634,-1,-1
20000403,41.146443,-8.600436,1372637649,-1,-1
20000403,41.147289,-8.599977,1372637664,-1,-1
20000403,41.14827,-8.598681,1372637679,-1,-1
20000403,41.148423,-8.598303,1372637694,-1,-1
20000403,41.149467,-8.598618,1372637709,-1,-1
20000403,41.151294,-8.597529,1372637724,-1,-1
20000403,41.153679,-8.596161,1372637739,-1,-1
20000403,41.155983,-8.594838,1372637754,-1,-1
20000403,41.157135,-8.594163,1372637769,-1,-1
20000403,41.159187,-8.593002,1372637784,-1,-1
20000403,41.161608,-8.591454,1372637799,-1,-1
20000403,41.163453,-8.589924,1372637814,-1,-1
20000403,41.163309,-8.589402,1372637829,-1,-1
