0,205413,1.00
1,205413,1.00
2,205413,1.00
3,205413,1.00
4,205413,1.00
5,205413,1.00
6,205413,1.00
7,205413,1.00
8,205413,1.00
9,205413,1.00
10,205413,1.00
11,205413,1.00
12,205413,1.00
13,205413,1.00
14,205413,1.00
15,205413,1.00
16,205413,1.00
17,205413,1.00
18,205413,1.00
19,205413,1.00
20,205413,1.00
21,205413,1.00
22,205413,1.00
23,205413,1.00
24,205413,1.00
25,205413,1.00
26,205413,1.00
27,205413,1.00
28,205413,1.00
29,205413,1.00
30,205413,1.00
31,205413,1.00
32,205413,1.00
33,205413,1.00
34,205413,1.00
35,205413,1.00
36,205413,1.00
37,205413,1.00
38,205413,1.00
39,205413,1.00
40,197982,1.00
41,197982,1.00
42,197982,1.00
43,197982,1.00
44,197982,1.00
45,197982,1.00
46,197982,1.00
47,197982,1.00
48,197982,1.00
49,1211361,1.00
50,1211361,1.00
51,1211361,1.00
52,1211361,1.00
53,1159200,1.00
54,1159200,1.00
55,1159200,1.00
56,1159200,1.00
57,1159200,1.00
58,1159200,1.00
59,1159200,1.00
60,1159200,1.00
61,1159200,1.00
62,1159200,1.00
63,1159200,1.00
64,1159200,1.00
65,1219238,1.00
66,198016,1.00
67,202676,1.00
68,202676,1.00
69,202676,1.00
70,202676,1.00
71,202676,1.00
72,202676,1.00
73,202676,1.00
74,1219237,1.00
75,1219237,1.00
76,248910,1.00
77,202679,1.00
78,202679,1.00
79,202679,1.00
80,202679,1.00
81,202679,1.00
82,202679,1.00
83,202679,1.00
84,202679,1.00
85,202679,1.00
86,202679,1.00
87,202679,1.00
88,202679,1.00
89,202679,1.00
90,202679,1.00
91,202679,1.00
92,202679,1.00
93,202679,1.00
94,202679,1.00
95,202679,1.00
96,202679,1.00
97,202679,1.00
98,202679,1.00
99,202679,1.00
100,202679,1.00
101,202679,1.00
102,202679,1.00
103,202679,1.00
104,202679,1.00
105,202679,1.00
106,202679,1.00
107,202679,1.00
108,202679,1.00
109,202679,1.00
110,202679,1.00
111,202679,1.00
112,202679,1.00
113,202679,1.00
114,202679,1.00
115,202679,1.00
116,202679,1.00
117,202679,1.00
118,202679,1.00
119,202679,1.00
120,202679,1.00
121,202679,1.00
122,202679,1.00
123,202679,1.00
124,202679,1.00
125,202679,1.00
126,202679,1.00
127,202679,1.00
128,202679,1.00
129,202679,1.00
130,202679,1.00
131,202679,1.00
132,202679,1.00
133,202679,1.00
134,202679,1.00
135,202679,1.00
136,202679,1.00
137,202679,1.00
138,202679,1.00
139,202679,1.00
140,202679,1.00
141,202679,1.00
142,202679,1.00
143,202679,1.00
144,202679,1.00
145,202679,1.00
146,202679,1.00
147,202679,1.00
148,202679,1.00
149,202679,1.00
150,202679,1.00
151,202679,1.00
152,202679,1.00
153,202679,1.00
154,202679,1.00
155,202679,1.00
156,202679,1.00
157,202679,1.00
158,202679,1.00
159,202679,1.00
160,202679,1.00
161,202679,1.00
162,202679,1.00
163,202679,1.00
164,202679,1.00
165,202679,1.00
166,1085066,1.00
167,1085066,1.00
168,1085066,1.00
169,1085066,1.00
170,1085066,1.00
171,1085066,1.00
172,1085066,1.00
173,177369,1.00
174,1083240,1.00
175,1083240,1.00
176,1083240,1.00
177,1083240,1.00
178,1083240,1.00
179,1083240,1.00
180,1083240,1.00
181,1083240,1.00
182,1083240,1.00
183,1083240,1.00
184,1083240,1.00
185,1083240,1.00
186,1083240,1.00
187,1083240,1.00
188,1083240,1.00
189,1083240,1.00
190,1083240,1.00
191,1083240,1.00
192,1083240,1.00
193,1083240,1.00
194,1083240,1.00
195,1083240,1.00
196,1083240,1.00
197,177298,1.00
198,177298,1.00
199,177298,1.00
200,177298,1.00
201,177298,1.00
202,177298,1.00
203,177302,1.00
204,177302,1.00
205,177302,1.00
206,177302,1.00
207,1244539,1.00
208,199788,1.00
209,199788,1.00
210,199788,1.00
211,199788,1.00
212,199788,1.00
213,199788,1.00
214,199788,1.00
215,199788,1.00
216,199788,1.00
217,199788,1.00
218,199788,1.00
219,1244533,1.00
220,1244533,1.00
221,199791,1.00
222,199791,1.00
223,199791,1.00
224,199791,1.00
225,199791,1.00
226,199791,1.00
227,199791,1.00
228,199791,1.00
229,199791,1.00
230,199791,1.00
231,199791,1.00
232,199791,1.00
233,199791,1.00
234,199791,1.00
235,199791,1.00
236,199791,1.00
237,199791,1.00
238,199791,1.00
239,199791,1.00
240,199791,1.00
241,199791,1.00
242,199791,1.00
243,199791,1.00
244,199791,1.00
245,199791,1.00
246,199791,1.00
247,199791,1.00
248,199791,1.00
249,199791,1.00
250,199791,1.00
251,199791,1.00
252,199791,1.00
253,199791,1.00
254,199791,1.00
255,199791,1.00
256,199794,1.00
257,199794,1.00
258,199794,1.00
259,1244528,1.00
260,1244528,1.00
261,1244528,1.00
262,1244528,1.00
263,1244528,1.00
264,1244528,1.00
265,1244528,1.00
266,1244528,1.00
267,1244528,1.00
268,1244528,1.00
269,1244528,1.00
270,1244528,1.00
271,1244528,1.00
272,1244528,1.00
273,1244528,1.00
274,1244528,1.00
275,1244528,1.00
276,1244528,1.00
277,1244528,1.00
278,1244528,1.00
279,1244528,1.00
280,1244528,1.00
281,1244528,1.00
282,192186,1.00
283,192186,1.00
284,192186,1.00
285,192186,1.00
286,192210,1.00
287,192210,1.00
288,192210,1.00
289,192210,1.00
290,192210,1.00
291,192210,1.00
292,192210,1.00
293,192210,1.00
294,192210,1.00
295,192210,1.00
296,192210,1.00
297,192212,1.00
298,192212,1.00
299,192212,1.00
300,192212,1.00
301,192212,1.00
302,192214,1.00
303,192214,1.00
304,192214,1.00
305,192214,1.00
306,192214,1.00
307,176377,1.00
308,176377,1.00
309,176377,1.00
310,176377,1.00
311,176377,1.00
312,176377,1.00
313,176377,1.00
314,192218,1.00
315,192218,1.00
316,192218,1.00
317,192218,1.00
318,192218,1.00
319,192218,1.00
320,192218,1.00
321,192220,1.00
322,192220,1.00
323,192220,1.00
324,192220,1.00
325,192220,1.00
326,192220,1.00
327,192220,1.00
328,192220,1.00
329,192220,1.00
330,192223,1.00
331,192223,1.00
332,192223,1.00
333,192223,1.00
334,192223,1.00
335,192223,1.00
336,192223,1.00
337,192223,1.00
338,192225,1.00
339,192225,1.00
340,192225,1.00
341,192225,1.00
342,192225,1.00
343,192225,1.00
344,192225,1.00
345,192225,1.00
346,192225,1.00
347,192225,1.00
348,192225,1.00
349,192225,1.00
350,192225,1.00
351,192225,1.00
352,192225,1.00
353,192225,1.00
354,192229,1.00
355,192229,1.00
356,192229,1.00
357,192229,1.00
358,192229,1.00
359,192229,1.00
360,192229,1.00
361,192229,1.00
362,192229,1.00
363,192229,1.00
364,192229,1.00
365,192229,1.00
366,192229,1.00
367,192229,1.00
368,192229,1.00
369,192229,1.00
370,192229,1.00
371,192229,1.00
372,192229,1.00
373,192229,1.00
374,192229,1.00
375,192229,1.00
376,192229,1.00
377,192229,1.00
378,192229,1.00
379,192229,1.00
380,1068838,1.00
381,1068838,1.00
382,1068838,1.00
383,1068838,1.00
384,1068838,1.00
385,1068838,1.00
386,1081984,1.00
387,1081984,1.00
388,1081984,1.00
389,1081984,1.00
390,1081984,1.00
391,1081984,1.00
392,1081984,1.00
393,1081984,1.00
394,1081984,1.00
395,1218594,1.00
396,1218594,1.00
397,1218594,1.00
398,1218594,1.00
399,1218594,1.00
400,1218594,1.00
401,1218594,1.00
402,1221160,1.00
403,1221160,1.00
404,1221160,1.00
405,1221160,1.00
406,1221160,1.00
407,1221160,1.00
408,1221160,1.00
409,1221160,1.00
410,1221160,1.00
411,1221160,1.00
412,1221160,1.00
413,1221160,1.00
414,1221160,1.00
415,1221160,1.00
416,1221160,1.00
417,1221160,1.00
418,1221160,1.00
419,1221160,1.00
420,1221160,1.00
421,1221160,1.00
422,1221160,1.00
423,1221160,1.00
424,1221160,1.00
425,1221160,1.00
426,1221160,1.00
427,1221160,1.00
428,1221160,1.00
429,1221160,1.00
430,1221160,1.00
431,1221160,1.00
432,1221160,1.00
433,1221160,1.00
434,1221160,1.00
435,1221160,1.00
436,1221160,1.00
437,1221160,1.00
438,1221160,1.00
439,1221160,1.00
440,1221160,1.00
441,1221160,1.00
442,1221160,1.00
443,1221160,1.00
444,1221160,1.00
445,1221160,1.00
446,1158308,1.00
447,1158308,1.00
448,1158308,1.00
449,1158308,1.00
450,1158308,1.00
451,1158308,1.00
452,1158308,1.00
453,1158308,1.00
454,1158308,1.00
455,1158308,1.00
456,1158308,1.00
457,1158308,1.00
458,1221156,1.00
459,1221156,1.00
460,1221156,1.00
461,1221156,1.00
462,1221156,1.00
463,1221156,1.00
464,1221156,1.00
465,1221156,1.00
466,1221156,1.00
467,1221156,1.00
468,1221156,1.00
469,201306,1.00
470,201306,1.00
471,201306,1.00
472,201306,1.00
473,201306,1.00
474,201306,1.00
475,201306,1.00
476,201306,1.00
477,201306,1.00
478,201306,1.00
479,201306,1.00
480,201306,1.00
481,201306,1.00
482,201306,1.00
483,1202476,1.00
484,1202476,1.00
485,1202476,1.00
486,1202476,1.00
487,1202476,1.00
488,1202476,1.00
489,1202476,1.00
490,1202476,1.00
491,1202476,1.00
492,1202476,1.00
493,1202476,1.00
494,1202476,1.00
495,1202476,1.00
496,1202476,1.00
497,1202476,1.00
498,1202476,1.00
499,1202476,1.00
500,1202476,1.00
501,1198300,1.00
502,1198300,1.00
503,1198300,1.00
504,1198300,1.00
505,1198300,1.00
506,1198300,1.00
507,1218495,1.00
508,1218495,1.00
509,1218495,1.00
510,1218495,1.00
511,1218495,1.00
512,1218495,1.00
513,1218495,1.00
514,1218495,1.00
515,1218495,1.00
516,1218495,1.00
517,1218495,1.00
518,1218495,1.00
519,1218495,1.00
520,1218495,1.00
521,1218495,1.00
522,1218495,1.00
523,1218495,1.00
524,1218495,1.00
525,1218495,1.00
526,1218495,1.00
527,1218495,1.00
528,1218495,1.00
529,1152606,1.00
530,1227522,1.00
531,1227522,1.00
532,1227522,1.00
533,1227522,1.00
534,1227522,1.00
535,1227522,1.00
536,1231942,1.00
537,1231942,1.00
538,1231942,1.00
539,1231942,1.00
